code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,doc_link,source_link
adapter,wiki,Using-a-BaseAdapter-with-ListView.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,https://github.com/codepath/android_guides/wiki/Using-a-BaseAdapter-with-ListView/9ce17e9fb4b51a1b756b9df8c79cf7ee239e7b94,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/SAMPLES.md#L4
android_guides,wiki,Using-a-BaseAdapter-with-ListView.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,1,1,1,https://github.com/codepath/android_guides/wiki/Using-a-BaseAdapter-with-ListView/9ce17e9fb4b51a1b756b9df8c79cf7ee239e7b94,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/.gitmodules#L3
ArrayAdapter,wiki,Using-an-ArrayAdapter-with-ListView.md,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/codepath/android_guides/wiki/Using-an-ArrayAdapter-with-ListView/864c0cc3056a4b8c4cee5ca4840037e60797b703,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/SAMPLES.md#L4
SQLite,wiki,Using-an-ArrayAdapter-with-ListView.md,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/codepath/android_guides/wiki/Using-an-ArrayAdapter-with-ListView/864c0cc3056a4b8c4cee5ca4840037e60797b703,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/SAMPLES.md#L5
ArrayAdapter,wiki,Using-an-ArrayAdapter-with-ListView”.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,https://github.com/codepath/android_guides/wiki/Using-an-ArrayAdapter-with-ListView”/039c01523969e6d8da0a36f07efba7975f7d40c2,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/SAMPLES.md#L4
ActionBar,wiki,Using-the-App-ToolBar.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,1,.,.,.,.,.,.,https://github.com/codepath/android_guides/wiki/Using-the-App-ToolBar/c3a133edd470a219d982c0ccb63faa3259795320,https://github.com/codepath/android_guides/blob/df0ac97f8e73936fc2ccb6720279869caadef4ce/SAMPLES.md#L8
Activity,wiki,Using-the-App-ToolBar.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,5,5,7,7,.,.,.,.,.,.,https://github.com/codepath/android_guides/wiki/Using-the-App-ToolBar/c3a133edd470a219d982c0ccb63faa3259795320,https://github.com/codepath/android_guides/blob/df0ac97f8e73936fc2ccb6720279869caadef4ce/images/subcomponent_builders.gliffy#L1
ActionBar,wiki,Using-the-App-Toolbar.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,1,1,https://github.com/codepath/android_guides/wiki/Using-the-App-Toolbar/79c954e115a594984162d0e6343125824d2d0a3e,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/SAMPLES.md#L8
Activity,wiki,Using-the-App-Toolbar.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,7,7,7,7,7,https://github.com/codepath/android_guides/wiki/Using-the-App-Toolbar/79c954e115a594984162d0e6343125824d2d0a3e,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/images/subcomponent_builders.gliffy#L1
cornerRadius,wiki,Using-the-CardView.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,34,34,34,34,34,41,41,41,41,41,41,41,41,https://github.com/codepath/android_guides/wiki/Using-the-CardView/2cdd9819052483e19e5df89f7a01ef4dab5a9bed,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/images/subcomponent_builders.gliffy#L1
Activity,wiki,Using-the-RecyclerView.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,5,5,5,5,5,7,7,7,7,7,7,7,7,https://github.com/codepath/android_guides/wiki/Using-the-RecyclerView/a963d435ea681c8368b2cd72dca9856cda188e61,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/images/subcomponent_builders.gliffy#L1
ArrayAdapter,wiki,Using-the-RecyclerView.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/codepath/android_guides/wiki/Using-the-RecyclerView/a963d435ea681c8368b2cd72dca9856cda188e61,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/SAMPLES.md#L4
Fragment,wiki,Using-the-RecyclerView.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/codepath/android_guides/wiki/Using-the-RecyclerView/a963d435ea681c8368b2cd72dca9856cda188e61,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/SAMPLES.md#L25
android_guides,wiki,Using-the-RecyclerView.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/codepath/android_guides/wiki/Using-the-RecyclerView/a963d435ea681c8368b2cd72dca9856cda188e61,https://github.com/codepath/android_guides/blob/2100424558325f82515d3c2249c10f115fdc5365/.gitmodules#L3
23,wiki,Video-Playback-and-Recording.md,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,19,19,19,19,19,19,19,19,19,https://github.com/codepath/android_guides/wiki/Video-Playback-and-Recording/fe4461355b2fde4143243f7f61cd5b52a38893fe,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/images/dagger_subcomponent.gliffy#L1
23,wiki,Video-and-Audio-Playback-and-Recording.md,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,19,19,.,.,.,.,.,.,-,-,-,-,https://github.com/codepath/android_guides/wiki/Video-and-Audio-Playback-and-Recording/f1c2721ffb3fa129ff0809c6264daff0f7dd4cf7,https://github.com/codepath/android_guides/blob/8ea83c9ad3f360570b9bf55b37e3911790ab3fe0/images/dagger_subcomponent.gliffy#L1
ActionBar,wiki,ViewPager-with-FragmentPagerAdapter.md,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/codepath/android_guides/wiki/ViewPager-with-FragmentPagerAdapter/77d5506753d26336e61b43391ef3462ae360ae94,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/SAMPLES.md#L8
Fragment,wiki,ViewPager-with-FragmentPagerAdapter.md,.,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/codepath/android_guides/wiki/ViewPager-with-FragmentPagerAdapter/77d5506753d26336e61b43391ef3462ae360ae94,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/SAMPLES.md#L25
ArrayAdapter,wiki,Working-with-Input-Views.md,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/codepath/android_guides/wiki/Working-with-Input-Views/b572a3bac25a9229691319f6feacf875133219f5,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/SAMPLES.md#L4
OR,wiki,Working-with-the-ImageView.md,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,https://github.com/codepath/android_guides/wiki/Working-with-the-ImageView/c838e61652559be90d545df8d034eb60cd7f0b8b,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/LICENSE.md#L15
center,wiki,Working-with-the-ImageView.md,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,62,62,62,79,79,79,79,79,79,79,79,https://github.com/codepath/android_guides/wiki/Working-with-the-ImageView/c838e61652559be90d545df8d034eb60cd7f0b8b,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/images/subcomponent_builders.gliffy#L1
height,wiki,Working-with-the-ImageView.md,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,170,170,170,170,170,207,207,207,207,207,207,207,207,https://github.com/codepath/android_guides/wiki/Working-with-the-ImageView/c838e61652559be90d545df8d034eb60cd7f0b8b,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/images/subcomponent_builders.gliffy#L1
maxWidth,wiki,Working-with-the-ImageView.md,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,5,5,5,6,6,6,6,6,6,6,6,https://github.com/codepath/android_guides/wiki/Working-with-the-ImageView/c838e61652559be90d545df8d034eb60cd7f0b8b,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/images/subcomponent_builders.gliffy#L1
width,wiki,Working-with-the-ImageView.md,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,170,170,170,170,170,207,207,207,207,207,207,207,207,https://github.com/codepath/android_guides/wiki/Working-with-the-ImageView/c838e61652559be90d545df8d034eb60cd7f0b8b,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/images/subcomponent_builders.gliffy#L1
bold,wiki,Working-with-the-TextView.md,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,33,33,33,33,33,33,33,33,https://github.com/codepath/android_guides/wiki/Working-with-the-TextView/e56e5b395c033dec0a8208c7e87aff537239b42f,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/images/subcomponent_builders.gliffy#L1
font,wiki,Working-with-the-TextView.md,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,233,233,233,233,233,233,https://github.com/codepath/android_guides/wiki/Working-with-the-TextView/e56e5b395c033dec0a8208c7e87aff537239b42f,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/images/subcomponent_builders.gliffy#L1
italic,wiki,Working-with-the-TextView.md,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,21,27,27,27,27,27,27,27,27,https://github.com/codepath/android_guides/wiki/Working-with-the-TextView/e56e5b395c033dec0a8208c7e87aff537239b42f,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/images/subcomponent_builders.gliffy#L1
middle,wiki,Working-with-the-TextView.md,.,.,.,.,.,.,.,.,.,.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,59,59,59,59,59,72,72,72,72,72,72,72,72,https://github.com/codepath/android_guides/wiki/Working-with-the-TextView/e56e5b395c033dec0a8208c7e87aff537239b42f,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/images/subcomponent_builders.gliffy#L1
normal,wiki,Working-with-the-TextView.md,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,4,4,4,4,4,4,4,https://github.com/codepath/android_guides/wiki/Working-with-the-TextView/e56e5b395c033dec0a8208c7e87aff537239b42f,https://github.com/codepath/android_guides/blob/a6f402a940e48ce880c6f13fba9daaba9eb7b2fc/images/subcomponent_builders.gliffy#L1
